27440227, 587, 13, 1
27440228, 633, 17, 1
27440229, 626, 10, 0
27440233, 671, 14, 0
27440234, 504, 13, 0
27440235, 411, 14, 0
27440236, 571, 14, 1
27440237, 498, 16, 1
27440240, 571, 18, 0
27440242, 448, 11, 1
27440247, 523, 20, 1
27440248, 591, 18, 0
27440253, 532, 10, 0
27440254, 798, 11, 1
27440256, 524, 17, 1
27440477, 746, 16, 0
27440479, 492, 15, 1
27440480, 491, 12, 1
27440481, 760, 11, 0
27440482, 694, 17, 1
27440483, 687, 16, 1
27440556, 758, 11, 1
27440557, 763, 18, 0
27440558, 460, 16, 0
27440563, 668, 13, 0
27440564, 438, 20, 0
27440565, 751, 13, 1
27440566, 657, 13, 1
27440570, 560, 20, 1
27440571, 500, 15, 1
27440572, 423, 10, 1
27440573, 791, 15, 1
27440574, 431, 16, 0
27440575, 683, 11, 0
27440577, 553, 10, 1
27440579, 428, 17, 1
27440580, 467, 12, 0
27440581, 701, 12, 1
27440582, 534, 19, 0
27440585, 726, 20, 1
27440586, 681, 18, 0
27446488, 684, 15, 0
27446489, 448, 15, 1
27446490, 509, 18, 0
27446491, 507, 13, 0
27446494, 519, 19, 0
27446495, 494, 17, 0
27446496, 781, 18, 1
27446500, 687, 12, 0
27446502, 415, 13, 0
27446708, 592, 17, 1
27446709, 700, 14, 0
27446710, 613, 13, 0
27446719, 638, 15, 0
27446720, 480, 11, 1
27446756, 464, 14, 0
27446758, 625, 12, 0
27447116, 665, 14, 1
27477580, 628, 14, 1
27477586, 773, 11, 1
27477590, 627, 11, 0
27477591, 422, 16, 0
27477592, 654, 13, 0
27477597, 662, 15, 1
27721250, 597, 18, 1
27728927, 477, 10, 0
27728971, 725, 17, 0
27728972, 610, 19, 1
27729276, 793, 16, 1
27729503, 621, 15, 1
27729644, 521, 11, 0
27729684, 405, 20, 0
27729740, 413, 15, 1
27729749, 456, 17, 0
27729777, 445, 14, 0
27729926, 417, 14, 1
28289299, 446, 19, 0
28289310, 495, 13, 1
28289318, 719, 20, 1
28289857, 457, 13, 0
28289874, 434, 20, 0
28289897, 590, 20, 1
28289974, 598, 20, 1
28289985, 510, 10, 1
28290013, 515, 16, 0
28290256, 653, 11, 1
28290265, 477, 13, 0
28290271, 490, 13, 1
28290277, 716, 18, 0
28290281, 569, 20, 0
28290286, 415, 18, 1
28290292, 442, 14, 1
28290296, 597, 12, 1
28292362, 440, 11, 1
28292368, 560, 15, 1
28292395, 471, 17, 1
28357781, 698, 16, 0
28357795, 637, 12, 1
28358883, 754, 11, 0
28358888, 763, 15, 0
28358891, 475, 11, 1
28358895, 521, 14, 1
28358932, 686, 13, 0
28358933, 780, 14, 1
28358938, 722, 20, 1
28358939, 577, 13, 1
28358941, 498, 19, 1
28358944, 628, 16, 0
28358946, 771, 11, 0
28358947, 438, 10, 0
28358950, 620, 19, 0
28358991, 611, 12, 1
29145417, 473, 16, 0
29145419, 774, 15, 0
29145421, 790, 14, 1
29411948, 455, 11, 0
29411952, 561, 15, 0
29411954, 593, 16, 1
29411955, 776, 17, 0
29411956, 676, 20, 0
29411957, 717, 14, 0
29412098, 669, 19, 0
29412101, 450, 17, 0
29412102, 661, 18, 0
29412104, 494, 14, 1
29412106, 587, 16, 1
29412107, 459, 17, 1
29412127, 638, 20, 1
29412128, 620, 20, 0
29412130, 709, 12, 0
29412131, 790, 17, 0
29412132, 741, 11, 0
29412133, 743, 19, 1
32873349, 405, 20, 1
32873350, 486, 17, 0
33392324, 774, 16, 0
33392327, 457, 19, 0
33392330, 416, 18, 0
33404757, 587, 20, 1
33404764, 422, 20, 1
33412599, 771, 14, 0
33645563, 421, 16, 1
33718410, 693, 11, 0
33718415, 660, 12, 1
33718417, 701, 15, 0
33718418, 656, 17, 1
33718424, 576, 13, 0
33718585, 520, 13, 1
33718681, 675, 12, 0
33718768, 613, 17, 1
33754408, 554, 10, 1
33754411, 599, 14, 0
33754413, 547, 17, 1
33754414, 519, 18, 0
33781531, 571, 16, 1
33781534, 572, 17, 0
35029135, 445, 18, 0
35034227, 502, 10, 1
35034233, 407, 11, 0
35034247, 531, 20, 1
35034250, 449, 13, 0
35034253, 794, 13, 1
35313343, 482, 13, 1
35313346, 645, 18, 0
35313351, 745, 18, 1
35313358, 420, 12, 1
35313375, 643, 13, 1
35313383, 745, 13, 0
43503249, 778, 10, 0
43510489, 606, 20, 0
43512551, 528, 19, 1
43513140, 531, 10, 1
48989843, 742, 20, 1
48989844, 714, 18, 0
48990560, 627, 15, 0
48990563, 747, 14, 0
48991153, 445, 14, 1
48991444, 678, 19, 0
48991450, 562, 12, 0
90697145, 596, 13, 0
90725711, 764, 18, 0
102680962, 490, 11, 0
102680963, 412, 11, 1
102680965, 485, 13, 0
102686388, 695, 12, 0
102686390, 629, 17, 1
102686391, 654, 17, 0
102691167, 719, 15, 0
102691168, 668, 19, 0
102691173, 725, 18, 1
102705582, 563, 19, 0
102705584, 579, 15, 1
102705893, 475, 15, 1
102705894, 426, 10, 0
102708200, 739, 20, 0
102708201, 651, 18, 1
102708202, 670, 13, 1
102708203, 523, 16, 1
102708205, 491, 11, 0
102708206, 651, 15, 0
102708207, 659, 11, 0
102708208, 598, 11, 0
102708209, 493, 19, 1
102708213, 602, 10, 1
102713545, 760, 14, 0
102713547, 551, 10, 0
102713551, 581, 12, 1
102713553, 793, 12, 1
102713555, 404, 17, 0
102713556, 544, 18, 0
102723053, 609, 20, 0
102723061, 615, 18, 0
102723064, 566, 14, 0
102723065, 624, 12, 0
102812058, 605, 15, 0
102812059, 548, 19, 0
102825447, 713, 16, 0
104493215, 507, 12, 1
104493217, 727, 11, 0
104504020, 493, 11, 1
104504029, 642, 13, 1
104504033, 737, 11, 1
104509535, 735, 15, 1
104509538, 780, 13, 1
104509544, 723, 11, 1
104509549, 608, 11, 1
104509909, 549, 11, 0
105254021, 667, 19, 0
105254026, 618, 19, 0
105254030, 521, 10, 1
105287619, 450, 19, 1
105287620, 402, 19, 1
105287625, 486, 10, 1
105288712, 468, 15, 0
105288716, 612, 13, 0
153011804, 707, 14, 0
153023595, 772, 12, 0
153023602, 471, 16, 1
153023604, 608, 10, 1
153023609, 452, 14, 1
153401283, 594, 14, 1
153405691, 526, 16, 0
153405696, 666, 18, 0
157719704, 713, 16, 1
157719711, 608, 11, 1
157719713, 697, 19, 1
157719715, 687, 12, 0
157719735, 487, 19, 0
157729865, 586, 20, 1
157732749, 584, 15, 0
157732764, 659, 19, 0
157737999, 783, 12, 1
157738013, 512, 16, 0
158703867, 469, 13, 1
158703871, 690, 15, 0
158730531, 439, 20, 0
158731173, 771, 10, 1
158733099, 704, 12, 1
158733110, 600, 13, 0
158733111, 754, 12, 1
158733116, 434, 18, 0
158735319, 639, 14, 0
158736266, 402, 11, 0
158736268, 617, 16, 1
158736274, 796, 10, 0
180274326, 477, 18, 1
180286441, 550, 17, 1
180286456, 511, 19, 0
198345981, 519, 20, 0
198345994, 664, 10, 0
198345996, 536, 17, 0
246785832, 645, 16, 0
246785833, 569, 17, 1
250278793, 654, 18, 1
250278803, 568, 11, 0
250278806, 632, 10, 0
250278808, 790, 16, 1
250278809, 738, 20, 1
250278812, 522, 17, 0
250278820, 689, 18, 0
250278827, 719, 12, 0
250278831, 574, 17, 1
250278834, 719, 19, 1
250278841, 475, 15, 1
250278855, 559, 18, 0
250278876, 417, 14, 1
250278879, 415, 10, 0
250278896, 631, 15, 0
250278897, 409, 12, 1
250278901, 444, 13, 1
250278905, 451, 12, 0
250278909, 512, 12, 0
250278912, 754, 12, 1
250278915, 669, 20, 1
250278917, 667, 17, 0
250278918, 564, 18, 0
250278923, 670, 18, 0
250278926, 413, 17, 1
250278934, 746, 12, 0
250278937, 607, 11, 0
250278943, 601, 15, 0
250278948, 707, 10, 0
250278958, 638, 10, 0
250278964, 544, 15, 1
250278970, 445, 12, 1
250278971, 649, 17, 1
250278972, 757, 16, 1
250278976, 760, 17, 1
250278978, 528, 16, 1
250278980, 526, 11, 1
250278983, 414, 20, 1
250278998, 562, 17, 0
250278999, 429, 16, 1
250279004, 560, 17, 1
250279048, 722, 11, 1
250352912, 755, 18, 1
250352978, 777, 10, 0
250352987, 486, 12, 1
250353008, 711, 19, 0
250353154, 422, 17, 0
250353190, 605, 18, 1
250353254, 769, 20, 1
250353292, 556, 13, 1
250755791, 513, 14, 1
250755793, 516, 14, 0
250755794, 521, 14, 0
250755798, 600, 18, 0
250755806, 610, 14, 1
250755811, 800, 10, 0
250755813, 413, 19, 1
250755819, 614, 10, 1
250755821, 666, 11, 0
250755822, 572, 10, 1
250755823, 512, 11, 0
250755829, 791, 16, 1
250755838, 797, 10, 0
250755844, 714, 17, 1
250755850, 769, 10, 0
250755854, 703, 15, 0
250755865, 515, 14, 1
250755868, 785, 16, 0
250755869, 462, 14, 0
250755878, 566, 13, 0
250755884, 538, 12, 0
250755885, 686, 12, 1
250755894, 757, 16, 1
250755898, 630, 20, 0
250755908, 499, 19, 1
250755910, 744, 19, 0
250755914, 623, 12, 0
250755918, 589, 11, 0
250755950, 424, 10, 0
250755958, 401, 15, 0
250755973, 798, 16, 0
250755978, 738, 14, 1
250755987, 584, 17, 0
250755990, 717, 13, 1
250756004, 468, 17, 1
250756006, 426, 18, 1
250756007, 484, 20, 1
250756028, 626, 19, 1
250756035, 670, 11, 1
250756038, 479, 18, 1
250756039, 628, 11, 0
250756055, 449, 14, 1
250756058, 589, 15, 0
250774817, 580, 10, 0
250774874, 744, 20, 1
250774991, 705, 19, 0
253960123, 647, 10, 1
253960127, 465, 16, 1
253960130, 646, 15, 0
253960164, 596, 10, 1
253960175, 626, 11, 1
253960177, 541, 13, 0
253960191, 400, 11, 1
253960197, 537, 16, 1
253960200, 559, 20, 1
253960263, 576, 17, 0
253960272, 615, 14, 1
253960274, 635, 16, 1
253960275, 405, 17, 1
253960280, 511, 11, 0
253960284, 666, 12, 0
253960289, 530, 18, 1
253960322, 599, 15, 1
253960324, 701, 11, 1
253960325, 523, 16, 0
253960329, 677, 14, 0
253960331, 530, 20, 1
253960337, 626, 11, 0
253960340, 739, 20, 0
253960364, 628, 19, 0
254241276, 642, 12, 1
254241285, 718, 16, 0
254241290, 721, 20, 0
254241293, 570, 16, 0
254241294, 478, 11, 1
254241295, 779, 19, 1
254241334, 524, 15, 1
254241378, 478, 17, 1
254241379, 725, 14, 0
254913359, 475, 20, 1
256170553, 524, 17, 0
256170554, 520, 17, 0
256170556, 616, 14, 0
256170563, 646, 18, 0
256170566, 481, 13, 1
256170567, 567, 10, 0
256170572, 484, 20, 0
256170580, 439, 19, 1
256170672, 531, 10, 1
256170676, 683, 18, 0
256170677, 405, 11, 0
256170679, 551, 18, 1
256170690, 634, 14, 0
256170699, 484, 19, 0
256170700, 763, 20, 0
256170703, 455, 14, 0
256170706, 671, 15, 1
256170708, 574, 15, 0
256170709, 402, 13, 1
256170711, 608, 10, 1
256170712, 523, 10, 0
256170748, 703, 15, 1
256170754, 616, 18, 0
256170755, 750, 17, 0
256170756, 572, 18, 0
256170757, 477, 14, 1
256170758, 571, 20, 1
256170759, 696, 16, 1
256170760, 651, 11, 1
256170765, 494, 18, 1
256170767, 716, 10, 1
256170771, 729, 10, 1
256170774, 725, 18, 0
256170776, 758, 16, 1
256170778, 415, 14, 1
256170782, 767, 13, 0
256170783, 800, 19, 1
256170803, 453, 10, 1
256170809, 722, 10, 0
256170810, 721, 11, 1
256170811, 626, 18, 0
256170816, 700, 16, 1
256170824, 659, 19, 0
256171144, 473, 17, 0
256171155, 746, 13, 1
256171157, 792, 14, 1
256171159, 611, 15, 1
256171163, 696, 11, 0
256180881, 759, 10, 0
256180892, 426, 14, 0
256180894, 525, 17, 1
256180895, 510, 14, 1
256180896, 532, 13, 0
256180897, 654, 15, 1
256180900, 586, 13, 0
256180938, 770, 12, 0
256180949, 644, 20, 0
256180990, 583, 10, 0
256180993, 594, 14, 1
256180994, 558, 14, 0
256181076, 521, 16, 0
256181080, 718, 17, 1
256181083, 458, 14, 1
256181093, 723, 10, 0
256181097, 529, 11, 1
256181099, 780, 19, 0
256181100, 588, 10, 0
256181102, 692, 18, 0
256181104, 412, 20, 0
256181107, 414, 11, 0
256181119, 720, 17, 1
256181121, 403, 18, 0
256590712, 653, 20, 0
256591099, 735, 10, 1
256591258, 638, 12, 1
256591259, 531, 11, 1
256591534, 547, 10, 0
256592105, 567, 20, 1
256592106, 473, 20, 1
256592390, 498, 13, 1
256592392, 626, 16, 0
256592393, 683, 18, 0
256592634, 403, 17, 1
256610458, 773, 12, 0
256611285, 792, 18, 1
256611721, 403, 13, 0
256611722, 469, 15, 0
256611723, 703, 13, 0
256611724, 646, 20, 0
256612134, 444, 10, 0
256612135, 650, 12, 1
256612740, 409, 10, 0
256612741, 742, 19, 0
256612742, 464, 19, 0
256613293, 465, 18, 0
256613299, 563, 18, 0
256613310, 457, 13, 1
256613312, 774, 20, 1
256613314, 698, 17, 0
256613316, 501, 16, 0
256613318, 774, 20, 1
256613320, 784, 12, 1
256613321, 433, 17, 1
256625252, 644, 15, 1
256625253, 793, 12, 0
256625254, 561, 20, 1
256626807, 559, 16, 1
256629532, 641, 10, 0
256631215, 431, 11, 1
256633049, 591, 20, 0
256633050, 538, 19, 1
256633120, 706, 12, 0
256633121, 508, 11, 1
256633626, 641, 12, 1
256633628, 620, 14, 0
256633656, 442, 16, 1
256633658, 470, 15, 1
257095264, 782, 13, 0
257095265, 514, 14, 0
257095267, 695, 20, 0
257095268, 498, 15, 1
257095284, 408, 20, 1
257095290, 672, 13, 0
257095292, 579, 14, 1
257097046, 590, 11, 0
257105457, 785, 20, 0
257105719, 764, 17, 0
257105812, 707, 16, 0
257107907, 650, 16, 1
257107908, 752, 19, 0
257108196, 752, 11, 0
257108482, 523, 20, 1
257108489, 755, 11, 1
257108503, 516, 13, 0
257109490, 415, 18, 1
257109633, 547, 18, 0
257109749, 553, 11, 0
257110201, 419, 12, 1
257110946, 727, 15, 0
257110947, 530, 13, 1
257110948, 646, 14, 0
257110949, 469, 20, 0
257110950, 560, 19, 0
257110951, 699, 12, 1
257110952, 689, 15, 1
257112419, 617, 19, 1
257112973, 550, 16, 1
257113406, 487, 12, 1
257113468, 403, 14, 0
257113700, 703, 11, 0
257114042, 760, 20, 1
257116576, 565, 19, 1
257117891, 546, 15, 1
257118220, 507, 19, 0
257118445, 672, 15, 1
257119074, 715, 18, 0
257121401, 716, 13, 0
257121807, 534, 12, 1
257146995, 696, 14, 1
257147094, 677, 16, 0
257147388, 492, 19, 1
257147417, 430, 19, 1
257147418, 484, 18, 1
257147419, 408, 12, 1
257147420, 514, 20, 0
257148596, 617, 16, 1
257148597, 562, 17, 0
257148600, 554, 18, 1
257148732, 772, 16, 0
257148733, 561, 20, 1
257148734, 416, 14, 0
257148735, 443, 14, 0
257148737, 535, 10, 0
257148929, 553, 15, 1
257148930, 730, 13, 1
257148945, 594, 12, 0
257149075, 738, 17, 0
257149155, 543, 13, 0
257149794, 660, 12, 0
257149796, 402, 14, 1
257149798, 699, 11, 1
257149848, 601, 15, 0
257149878, 403, 17, 0
257150441, 622, 12, 0
257150442, 659, 16, 1
257152947, 720, 10, 0
257152948, 703, 17, 0
257154257, 490, 16, 1
257154258, 741, 15, 1
257154303, 404, 13, 1
257154379, 765, 20, 1
257154408, 624, 14, 1
257154681, 536, 15, 0
257154871, 794, 14, 0
257154978, 587, 16, 1
257155045, 700, 11, 0
257155186, 555, 18, 1
257155575, 743, 15, 0
257156226, 476, 16, 0
257156232, 769, 14, 0
257156271, 659, 15, 0
257156331, 515, 10, 1
257156476, 782, 10, 0
257156478, 418, 13, 1
257157067, 453, 19, 0
257157069, 549, 12, 1
257157070, 761, 15, 0
257157207, 492, 17, 1
257157208, 520, 10, 1
257157209, 483, 14, 0
257157489, 592, 20, 0
257157490, 714, 16, 0
257157895, 449, 13, 1
257157896, 603, 17, 0
257158983, 545, 12, 1
257159233, 453, 20, 1
257159479, 562, 17, 0
257159482, 524, 12, 1
257159483, 765, 18, 1
257159484, 784, 16, 1
257164245, 604, 11, 0
257167960, 440, 14, 0
257167962, 556, 13, 1
257167965, 792, 18, 1
257167982, 643, 13, 1
257167983, 645, 19, 0
257167984, 496, 18, 0
257168006, 744, 19, 0
257168007, 612, 14, 0
257168008, 655, 17, 1
257168009, 635, 10, 1
257168017, 680, 11, 0
257168018, 639, 16, 0
257168089, 798, 20, 1
257168090, 510, 16, 0
257168091, 692, 18, 0
257168092, 494, 17, 0
257168172, 725, 19, 0
257168173, 634, 16, 0
257168210, 503, 19, 1
257168323, 753, 18, 0
257168646, 782, 11, 1
257168663, 562, 15, 1
257168664, 619, 15, 1
257168666, 741, 13, 0
257168667, 689, 19, 0
257168668, 573, 19, 1
257168816, 536, 20, 1
257168818, 768, 19, 0
257168829, 703, 15, 1
257168830, 444, 18, 0
257168831, 634, 11, 0
257168832, 536, 20, 0
257168958, 698, 10, 0
257168962, 679, 13, 0
257168963, 694, 11, 0
257168964, 528, 11, 1
257168965, 433, 14, 0
257169183, 795, 18, 0
257169207, 484, 20, 0
257169218, 697, 18, 1
257169219, 732, 10, 1
257169220, 690, 11, 0
257169224, 459, 13, 1
257169227, 485, 14, 1
257169228, 524, 12, 0
257169229, 493, 10, 0
257169230, 787, 17, 1
257169231, 435, 16, 1
257169234, 445, 10, 1
257170003, 513, 18, 1
257170004, 673, 17, 0
257170005, 591, 14, 0
257170006, 485, 17, 1
257170007, 576, 14, 0
257170008, 633, 14, 1
257170009, 481, 15, 0
257170010, 635, 13, 1
257170011, 673, 15, 0
257170271, 625, 12, 1
257170273, 433, 15, 1
257170276, 596, 18, 1
257170291, 450, 16, 0
257170292, 765, 11, 1
257170293, 578, 15, 0
257170295, 435, 11, 0
257170296, 458, 13, 0
257170497, 611, 15, 1
257170498, 725, 14, 1
257170499, 659, 16, 0
257171189, 525, 20, 1
257171193, 772, 12, 1
257171194, 520, 15, 0
257171644, 648, 15, 0
257171645, 681, 17, 1
257171646, 468, 13, 1
257171700, 468, 11, 1
257171879, 428, 17, 0
257171881, 717, 17, 1
257171882, 492, 12, 1
257171912, 589, 11, 1
257172160, 535, 20, 1
257172168, 455, 18, 1
257172301, 528, 12, 1
257172304, 784, 20, 0
257172345, 760, 19, 0
257172346, 465, 12, 0
257172347, 784, 10, 0
257172351, 403, 19, 0
257172362, 734, 18, 0
257172366, 613, 12, 0
257172492, 562, 17, 1
257172493, 451, 19, 0
257172533, 631, 11, 1
257172534, 775, 13, 1
257172596, 741, 11, 1
257172597, 515, 13, 1
257172598, 574, 20, 0
257172600, 660, 12, 1
257172604, 578, 16, 0
257172683, 677, 18, 0
257172684, 620, 19, 1
257172685, 583, 17, 0
257172686, 541, 13, 1
257172687, 481, 16, 1
257172688, 644, 17, 1
257172689, 568, 15, 1
257172787, 791, 17, 1
257172788, 479, 19, 0
257173186, 737, 20, 1
257173201, 589, 16, 0
257173202, 516, 19, 1
257173203, 758, 11, 0
257173235, 439, 18, 0
257173247, 766, 20, 1
257173248, 478, 11, 0
257173249, 661, 17, 1
257173260, 557, 17, 1
257173261, 600, 15, 1
257173288, 520, 15, 1
257173289, 691, 10, 0
257173290, 459, 19, 0
257173292, 433, 13, 0
257369506, 746, 12, 0
257369508, 416, 12, 1
257372149, 680, 14, 1
257372151, 795, 15, 0
257372153, 685, 17, 1
257372154, 706, 12, 1
257372232, 617, 19, 1
257372681, 788, 14, 0
257372943, 612, 18, 1
257374357, 684, 18, 1
257374458, 453, 10, 1
257374460, 545, 17, 1
257374564, 555, 13, 0
257374589, 689, 12, 0
257375160, 698, 10, 0
257375288, 525, 16, 1
257381470, 720, 16, 0
257381489, 515, 17, 0
257381494, 661, 20, 1
257381516, 700, 18, 0
257381547, 695, 16, 0
257381556, 596, 18, 0
257381566, 460, 13, 0
257381581, 770, 13, 1
257389909, 502, 13, 0
257390010, 710, 17, 0
257393086, 478, 16, 1
257393087, 739, 12, 1
257431630, 559, 10, 0
257432114, 657, 20, 1
257432394, 582, 10, 0
257493527, 759, 19, 1
257948514, 771, 11, 1
257957639, 570, 11, 0
257957640, 764, 13, 1
257957641, 415, 12, 0
257957643, 749, 10, 0
257957644, 618, 18, 1
257967559, 509, 14, 0
257967566, 580, 20, 1
257967569, 415, 15, 0
257967570, 455, 11, 0
257971135, 480, 13, 1
257972848, 619, 15, 0
257972850, 617, 15, 0
257973326, 646, 17, 0
258016969, 769, 14, 1
258017050, 511, 10, 0
258017072, 530, 13, 1
258017656, 467, 15, 0
258018929, 670, 18, 1
258018933, 427, 19, 0
258019075, 463, 19, 0
258019235, 521, 10, 1
258019304, 703, 14, 1
258019305, 800, 14, 1
258019306, 761, 16, 1
258019307, 510, 17, 0
258019322, 765, 10, 0
258019561, 592, 10, 1
258019603, 537, 20, 0
258019652, 749, 13, 0
258019903, 454, 13, 0
258019905, 591, 16, 1
258019910, 744, 20, 0
258020084, 508, 18, 1
258020206, 779, 19, 0
258020207, 543, 14, 0
258020218, 414, 19, 0
258020219, 419, 12, 0
258020220, 679, 15, 0
258020600, 716, 18, 1
258020601, 408, 17, 0
258020602, 419, 18, 0
258020603, 596, 12, 1
258020617, 772, 14, 0
258020641, 418, 20, 0
258020660, 512, 10, 0
258020661, 598, 19, 1
258020677, 672, 16, 1
258020678, 567, 17, 0
258020679, 743, 17, 0
258020692, 651, 17, 1
258020713, 546, 10, 0
258021247, 732, 17, 0
258021249, 687, 19, 1
258021250, 585, 12, 0
258021251, 710, 13, 0
258021252, 655, 19, 1
258021253, 532, 10, 1
258022046, 646, 13, 0
258022670, 504, 13, 1
258022686, 605, 20, 0
258022688, 715, 12, 0
258022758, 410, 18, 0
258022762, 587, 14, 0
258022808, 619, 20, 0
258022887, 625, 13, 1
258023003, 533, 12, 0
258023316, 587, 20, 0
258023317, 646, 10, 0
258023318, 727, 12, 1
258023319, 547, 17, 0
258023343, 746, 19, 1
258023391, 671, 16, 0
258023392, 467, 17, 1
258023393, 762, 15, 0
258023394, 780, 19, 1
258023461, 583, 19, 1
258023463, 702, 13, 0
258023464, 687, 19, 0
258023465, 710, 18, 1
258023466, 442, 20, 1
258023775, 632, 13, 0
258023911, 628, 13, 1
258024080, 604, 17, 0
258024205, 758, 16, 0
258024206, 506, 14, 0
258024673, 681, 12, 1
258024674, 514, 13, 0
258030657, 542, 13, 1
258031253, 769, 15, 1
258032427, 425, 20, 1
258032862, 454, 12, 1
258287219, 591, 14, 1
258288004, 786, 15, 1
258289673, 586, 13, 0
258290864, 756, 16, 1
258290866, 510, 18, 0
258291795, 462, 13, 0
258291816, 471, 17, 0
258291818, 409, 19, 1
258291823, 607, 15, 0
258291830, 564, 12, 1
258291834, 767, 17, 0
258292029, 621, 12, 0
258292945, 639, 10, 0
258292946, 579, 18, 0
258292947, 570, 11, 1
258487701, 676, 19, 1
258877177, 408, 15, 0
258877179, 524, 20, 0
258877329, 662, 12, 1
258877330, 720, 16, 1
258877437, 567, 13, 1
258878348, 408, 15, 0
258878349, 540, 19, 0
258878532, 669, 14, 1
258889845, 464, 12, 1
258890343, 621, 10, 0
258895336, 629, 20, 1
258929542, 610, 12, 0
258929834, 672, 13, 0
258930185, 697, 13, 0
258932582, 491, 17, 1
258934621, 422, 20, 0
258934623, 784, 16, 1
258955472, 516, 20, 1
258955473, 554, 17, 1
258955475, 744, 18, 0
258955476, 449, 17, 1
258955477, 690, 15, 0
